=======================================================================
# NIVEAU 3  (4 écrans – 0 à 4800 px)
# Forme : csv  x,y,width,height,sx,sy,sw,sh,is_solid[,type]
# Lignes spéciales : enemy,…   | spike,…
# =======================================================================

############################ SOL CONTINU ################################
# Deux rangées : y=550 (visible) et y=500 (collision garanties)
# -----------------------------------------------------------------------
-50,450,50,50,0,0,16,16,1
-50,400,50,50,0,0,16,16,1
-50,350,50,50,0,0,16,16,1
-50,300,50,50,0,0,16,16,1
-50,250,50,50,0,0,16,16,1
0,550,50,50,0,0,16,16,1
0,500,50,50,0,0,16,16,1
50,550,50,50,0,0,16,16,1
50,500,50,50,0,0,16,16,1
100,550,50,50,0,0,16,16,1
100,500,50,50,0,0,16,16,1
150,550,50,50,0,0,16,16,1
150,500,50,50,0,0,16,16,1
200,550,50,50,0,0,16,16,1
200,500,50,50,0,0,16,16,1
250,550,50,50,0,0,16,16,1
250,500,50,50,0,0,16,16,1
150,450,50,50,0,0,16,16,1
200,450,50,50,0,0,16,16,1
200,400,50,50,0,0,16,16,1
250,450,50,50,0,0,16,16,1
250,400,50,50,0,0,16,16,1
250,350,50,50,0,0,16,16,1
300,550,50,50,176,128,16,15,1
300,500,50,50,176,128,16,15,1
350,550,50,50,176,128,16,15,1
350,500,50,50,176,128,16,15,1
400,550,50,50,176,128,16,15,1
400,500,50,50,176,128,16,15,1
450,550,50,50,176,128,16,15,1
450,500,50,50,176,128,16,15,1
500,550,50,50,176,128,16,15,1
500,500,50,50,176,128,16,15,1
550,550,50,50,176,128,16,15,1
550,500,50,50,176,128,16,15,1
600,550,50,50,176,128,16,15,1
600,500,50,50,176,128,16,15,1
650,550,50,50,176,128,16,15,1
650,500,50,50,176,128,16,15,1
700,550,50,50,176,128,16,15,1
700,500,50,50,176,128,16,15,1
750,550,50,50,176,128,16,15,1
750,500,50,50,176,128,16,15,1
800,550,50,50,176,128,16,15,1
800,500,50,50,176,128,16,15,1
850,550,50,50,176,128,16,15,1
850,500,50,50,176,128,16,15,1
900,550,50,50,176,128,16,15,1
900,500,50,50,176,128,16,15,1
950,550,50,50,176,128,16,15,1
950,500,50,50,176,128,16,15,1
1000,550,50,50,176,128,16,15,1
1000,500,50,50,176,128,16,15,1
1050,550,50,50,176,128,16,15,1
1050,500,50,50,176,128,16,15,1
1100,550,50,50,176,128,16,15,1
1100,500,50,50,176,128,16,15,1
1150,550,50,50,176,128,16,15,1
1150,500,50,50,176,128,16,15,1
1200,550,50,50,176,128,16,15,1
1200,500,50,50,176,128,16,15,1
1250,550,50,50,176,128,16,15,1
1250,500,50,50,176,128,16,15,1
1300,550,50,50,176,128,16,15,1
1300,500,50,50,176,128,16,15,1
1350,550,50,50,176,128,16,15,1
1350,500,50,50,176,128,16,15,1
1400,550,50,50,176,128,16,15,1
1400,500,50,50,176,128,16,15,1
1450,550,50,50,0,0,16,16,1
1450,500,50,50,0,0,16,16,1
1500,550,50,50,0,0,16,16,1
1500,500,50,50,0,0,16,16,1
1550,550,50,50,0,0,16,16,1
1550,500,50,50,0,0,16,16,1
1600,550,50,50,0,0,16,16,1
1600,500,50,50,0,0,16,16,1
1650,550,50,50,0,0,16,16,1
1650,500,50,50,0,0,16,16,1
1700,550,50,50,0,0,16,16,1
1700,500,50,50,0,0,16,16,1
1750,550,50,50,0,0,16,16,1
1750,500,50,50,0,0,16,16,1
1800,550,50,50,0,0,16,16,1
1800,500,50,50,0,0,16,16,1
1850,550,50,50,0,0,16,16,1
1850,500,50,50,0,0,16,16,1
1900,550,50,50,0,0,16,16,1
1900,500,50,50,0,0,16,16,1
1950,550,50,50,0,0,16,16,1
1950,500,50,50,0,0,16,16,1
2000,550,50,50,0,0,16,16,1
2000,500,50,50,0,0,16,16,1
2050,550,50,50,0,0,16,16,1
2050,500,50,50,0,0,16,16,1
2100,550,50,50,0,0,16,16,1
2100,500,50,50,0,0,16,16,1
2150,550,50,50,0,0,16,16,1
2150,500,50,50,0,0,16,16,1
2200,550,50,50,0,0,16,16,1
2200,500,50,50,0,0,16,16,1
2250,550,50,50,0,0,16,16,1
2250,500,50,50,0,0,16,16,1
2300,550,50,50,176,128,16,15,1
2300,500,50,50,176,128,16,15,1
2350,550,50,50,176,128,16,15,1
2350,500,50,50,176,128,16,15,1
2400,550,50,50,176,128,16,15,1
2400,500,50,50,176,128,16,15,1
2450,550,50,50,176,128,16,15,1
2450,500,50,50,176,128,16,15,1
2500,550,50,50,176,128,16,15,1
2500,500,50,50,176,128,16,15,1
2550,550,50,50,176,128,16,15,1
2550,500,50,50,176,128,16,15,1
2600,550,50,50,176,128,16,15,1
2600,500,50,50,176,128,16,15,1
2650,550,50,50,176,128,16,15,1
2650,500,50,50,176,128,16,15,1
2700,550,50,50,176,128,16,15,1
2700,500,50,50,176,128,16,15,1
2750,550,50,50,0,0,16,16,1
2750,500,50,50,0,0,16,16,1
2800,550,50,50,0,0,16,16,1
2800,500,50,50,0,0,16,16,1
2850,550,50,50,0,0,16,16,1
2850,500,50,50,0,0,16,16,1
2900,550,50,50,0,0,16,16,1
2900,500,50,50,0,0,16,16,1
2950,550,50,50,0,0,16,16,1
